AGNO;RBD;DGV_RBD;NOM_RBD;COD_REG_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPE;RURAL_RBD;COD_ENSE;APR_HOM_01;APR_HOM_02;APR_HOM_03;APR_HOM_04;APR_HOM_05;APR_HOM_06;APR_HOM_07;APR_HOM_08;APR_HOM_TO;APR_MUJ_01;APR_MUJ_02;APR_MUJ_03;APR_MUJ_04;APR_MUJ_05;APR_MUJ_06;APR_MUJ_07;APR_MUJ_08;APR_MUJ_TO;REP_HOM_01;REP_HOM_02;REP_HOM_03;REP_HOM_04;REP_HOM_05;REP_HOM_06;REP_HOM_07;REP_HOM_08;REP_HOM_TO;REP_MUJ_01;REP_MUJ_02;REP_MUJ_03;REP_MUJ_04;REP_MUJ_05;REP_MUJ_06;REP_MUJ_07;REP_MUJ_08;REP_MUJ_TO;RET_HOM_01;RET_HOM_02;RET_HOM_03;RET_HOM_04;RET_HOM_05;RET_HOM_06;RET_HOM_07;RET_HOM_08;RET_HOM_TO;RET_MUJ_01;RET_MUJ_02;RET_MUJ_03;RET_MUJ_04;RET_MUJ_05;RET_MUJ_06;RET_MUJ_07;RET_MUJ_08;RET_MUJ_TO
2011;687;4;ESCUELA DE HUANTA;4;4106;Vicu񡻲;1;110;1;0;1;2;1;0;0;0;5;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2011;688;2;ESCUELA DE CHAPILCA;4;4106;Vicu񡻲;1;110;1;2;2;3;2;1;0;0;11;2;0;2;2;0;1;0;0;7;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;689;0;ESCUELA DE VARILLAR;4;4106;Vicu񡻲;1;110;0;0;0;1;2;1;0;0;4;1;3;0;1;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;690;4;COLEGIO ANTONIO VARAS;4;4106;Vicu񡻳;0;110;30;28;21;30;27;20;38;39;233;38;36;30;30;25;36;41;24;260;0;0;0;1;1;0;1;0;3;1;1;0;0;2;0;1;1;6;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;2
2011;690;4;COLEGIO ANTONIO VARAS;4;4106;Vicu񡻳;0;310;34;26;28;29;0;0;0;0;117;47;41;36;35;0;0;0;0;159;2;0;0;0;0;0;0;0;2;4;0;1;0;0;0;0;0;5;2;2;0;0;0;0;0;0;4;2;2;0;0;0;0;0;0;4;0
2011;691;2;ESCUELA MUNICIPAL CIELO CLARO--PAIHUANO;4;4105;Paiguano;2;0;110;8;11;10;19;9;9;14;10;90;6;10;13;8;12;8;14;12;83;0;0;0;0;1;0;3;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;692;0;ESCUELA JERONIMO GODOY VILLANUEVA;4;4105;Paiguano;2;0;110;9;6;9;5;8;9;9;13;68;6;7;4;8;9;11;14;8;67;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;693;9;ESCUELA MUNICIPAL QUEBRADA DE PAIHUANO;4;4105;Paiguano;2;1;110;0;0;2;0;4;0;0;0;6;1;1;1;0;0;2;0;0;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;694;7;ESCUELA GABRIELA MISTRAL;4;4105;Paiguano;2;1;110;1;10;6;4;5;4;5;6;41;7;2;5;5;6;7;5;9;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;695;5;ESCUELA MUNICIPAL TRES CRUCES;4;4105;Paiguano;2;1;110;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;696;3;ESCUELA MUNICIPAL LA ORTIGA;4;4105;Paiguano;2;1;110;2;0;3;1;2;1;0;0;9;2;2;2;2;1;0;0;0;9;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;697;1;ESCUELA MUNICIPAL ALCOHUAZ;4;4105;Paiguano;2;1;110;3;3;3;0;1;1;0;0;11;0;2;2;1;2;3;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;1;0;0;0;0;0;0;1
2011;699;8;ESCUELA MARIA ISABEL PERALTA P.;4;4105;Paiguano;2;1;110;0;0;1;0;1;0;0;0;2;0;1;0;1;1;0;0;0;3;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;701;3;LICEO ESTELA AVILA DE PERRY;4;4301;Ovalle;2;0;310;83;57;42;45;0;0;0;0;227;86;83;73;83;0;0;0;0;325;42;13;5;1;0;0;0;0;61;20;13;2;0;0;0;0;0;35;32;4;14;0;0;0;0;0;50;8;7;6;3;0;0;0;0;24
2011;701;3;LICEO ESTELA AVILA DE PERRY;4;4301;Ovalle;2;0;363;6;0;16;0;0;0;0;0;22;6;0;19;0;0;0;0;0;25;4;0;7;0;0;0;0;0;11;1;0;0;0;0;0;0;0;1;12;0;9;0;0;0;0;0;21;9;0;2;0;0;0;0;0;11
2011;704;8;LICEO ALEJANDRO ALVAREZ JOFRE;4;4301;Ovalle;2;0;310;65;75;70;84;0;0;0;0;294;92;119;120;116;0;0;0;0;447;31;8;4;7;0;0;0;0;50;24;7;9;0;0;0;0;0;40;4;3;2;0;0;0;0;0;9;4;3;7;1;0;0;0;0;15
2011;705;6;LICEO POLITECNICO DE OVALLE;4;4301;Ovalle;2;0;510;258;262;250;224;0;0;0;0;994;44;33;37;30;0;0;0;0;144;7;8;10;2;0;0;0;0;27;1;1;3;1;0;0;0;0;6;7;16;6;2;0;0;0;0;31;0;3;3;0;0;0;0;0;6
2011;706;4;COLEGIO FRAY JORGE;4;4301;Ovalle;2;0;110;29;30;33;38;47;57;52;57;343;23;14;18;32;28;23;36;28;202;6;3;5;0;6;2;1;0;23;0;2;1;0;0;0;0;0;3;0;1;2;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0
2011;707;2;ESCUELA BASICA HELENE LANG;4;4301;Ovalle;2;0;110;0;0;0;0;0;0;0;0;0;104;96;121;127;112;143;132;121;956;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;708;0;ESCUELA ANTONIO TIRADO LANAS;4;4301;Ovalle;2;0;110;15;20;17;17;34;20;41;26;190;15;8;15;19;23;21;13;25;139;1;0;1;0;5;1;2;1;11;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;0;1;6;0;0;1;0;0;1;1;1;4
2011;709;9;ESCUELA BASICA OSCAR ARAYA MOLINA;4;4301;Ovalle;2;0;110;13;13;19;20;34;30;22;23;174;13;9;7;17;25;24;15;32;142;2;2;1;2;4;5;5;1;22;1;1;1;0;2;2;1;3;11;0;0;0;0;0;1;0;1;2;0;0;0;0;2;0;1;1;4
2011;710;2;ESCUELA BASICA JOSE TOMAS OVALLE B.;4;4301;Ovalle;2;0;110;11;21;21;42;27;32;30;28;212;12;9;11;15;17;18;19;18;119;0;0;2;0;0;2;1;0;5;0;0;1;0;0;1;0;0;2;0;0;0;1;3;1;1;0;6;0;0;0;0;0;0;3;0;3
2011;711;0;ESCUELA GUARDIAMARINA ERNESTO RIQUELME V;4;4301;Ovalle;2;0;110;22;23;27;35;26;30;38;38;239;12;8;13;27;14;27;27;29;157;1;1;1;0;2;1;2;0;8;0;2;2;0;1;0;0;0;5;0;0;1;0;1;0;1;1;4;0;0;0;0;1;1;1;0;3
2011;712;9;ESCUELA BÁSICA ARTURO ALESSANDRI PALMA;4;4301;Ovalle;2;0;110;29;34;26;31;45;43;41;38;287;14;18;22;24;31;22;31;39;201;1;0;0;0;4;1;6;0;12;1;0;2;0;0;0;2;0;5;0;0;0;1;1;1;1;0;4;0;0;0;0;0;0;0;0;0
2011;713;7;ESCUELA ARTURO VILLALON SIEULANNE;4;4301;Ovalle;2;0;110;17;13;16;13;10;16;14;18;117;13;11;8;10;15;17;13;10;97;0;1;0;0;1;0;2;0;4;0;0;0;0;1;2;0;0;3;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2011;714;5;ESCUELA BASICA VISTA HERMOSA;4;4301;Ovalle;2;0;110;22;20;24;18;34;36;35;37;226;15;12;11;18;28;29;29;35;177;2;0;2;1;3;0;4;1;13;0;1;0;0;0;1;3;2;7;0;1;1;0;1;2;2;0;7;0;0;0;0;1;0;1;1;3
2011;715;3;ESCUELA BASICA BERNARDO O¦HIGGINS RIQUELME;4;4301;Ovalle;2;0;110;6;11;9;7;9;10;11;16;79;6;10;7;10;13;14;6;10;76;2;1;3;2;2;0;0;0;10;0;1;0;0;1;0;0;0;2;0;0;0;0;1;0;1;1;3;0;0;0;0;0;0;0;0;0
2011;716;1;ESC.PADRE JOSEPH BENEDIKT STEGMEIER;4;4301;Ovalle;2;0;110;25;16;33;20;24;23;23;21;185;27;21;17;27;25;26;21;24;188;1;0;0;2;0;2;0;2;7;0;0;1;0;1;1;0;0;3;1;0;0;0;0;0;1;1;3;0;0;0;0;0;0;1;0;1
2011;718;8;ESCUELA MARCOS MACUADA OGALDE;4;4301;Ovalle;2;0;110;5;9;9;11;12;15;11;10;82;3;8;7;8;12;7;7;3;55;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;0;2
2011;721;8;ESCUELA BASICA FLORENCIO ESPINOZA LOPEZ;4;4301;Ovalle;2;0;110;31;19;26;37;48;30;42;44;277;19;24;17;16;34;28;24;29;191;6;0;2;0;2;6;2;0;18;1;1;0;0;0;1;0;0;3;1;0;1;1;0;1;0;0;4;0;0;0;0;0;0;0;0;0
2011;722;6;ESC. HEBERTO VELAZQUEZ VELAZQUEZ;4;4301;Ovalle;2;0;110;11;9;9;4;13;8;11;10;75;5;7;7;7;5;11;6;5;53;2;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0
2011;723;4;ESCUELA VILLORRIO EL TALHUEN;4;4301;Ovalle;2;1;110;3;3;1;3;3;2;0;0;15;1;3;1;5;2;3;0;0;15;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;724;2;ESCUELA BASICA CALETA EL MAITEN;4;4301;Ovalle;2;1;110;0;0;0;0;0;2;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;725;0;ESCUELA EL CRISOL;4;4301;Ovalle;2;1;110;9;11;10;9;13;5;18;18;93;9;9;5;16;12;11;15;14;91;0;3;1;1;4;0;1;1;11;2;0;0;1;0;0;0;1;4;0;1;0;0;0;0;1;1;3;0;0;0;0;0;0;1;0;1
2011;726;9;ESCUELA QUEBRADA SECA DE SOTAQUI;4;4301;Ovalle;2;1;110;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;727;7;ESCUELA LA PALOMA;4;4301;Ovalle;2;1;110;1;2;0;1;0;0;0;0;4;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
2011;728;5;ESCUELA EL ALGARROBO;4;4301;Ovalle;2;1;110;0;1;1;0;2;1;0;0;5;2;2;2;0;0;1;0;0;7;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;729;3;ESCUELA BASICA LOS OLIVOS;4;4301;Ovalle;2;1;110;2;6;4;5;4;8;1;5;35;4;8;3;2;6;3;4;2;32;0;0;0;0;2;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;730;7;ESCUELA BASICA LUCIA NUNEZ DE LA CUADRA;4;4301;Ovalle;2;1;110;6;7;3;5;6;3;7;3;40;11;8;7;10;9;4;3;5;57;0;3;0;0;4;0;0;0;7;0;2;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;731;5;ESCUELA EL TRAPICHE;4;4301;Ovalle;2;1;110;5;3;4;4;2;2;3;3;26;3;1;2;2;5;8;3;3;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;733;1;ESCUELA PADRE DAMIAN HEREDIA;4;4301;Ovalle;2;1;110;3;5;0;4;3;5;3;3;26;0;0;7;2;1;3;2;5;20;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;735;8;ESCUELA LA QUIROGA;4;4301;Ovalle;2;1;110;0;0;1;0;1;0;0;0;2;0;0;0;2;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;736;6;ESCUELA BASICA LOS SOSSAS;4;4301;Ovalle;2;1;110;0;1;1;0;0;0;0;0;2;1;2;1;1;2;1;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;737;4;ESCUELA BASICA VALENTIN LETELIER;4;4301;Ovalle;2;1;110;5;3;8;6;4;7;9;9;51;3;7;8;5;9;4;8;6;50;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2011;740;4;ESCUELA PEDRO ENRIQUE ALFONSO BARRIOS;4;4301;Ovalle;2;1;110;3;1;3;9;6;8;5;5;40;4;2;6;4;3;5;5;3;32;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;743;9;ESCUELA CARACHILLA;4;4301;Ovalle;2;1;110;3;3;5;4;5;8;7;6;41;3;2;8;8;5;4;5;2;37;0;2;0;1;1;0;2;0;6;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
2011;744;7;ESCUELA ORURO;4;4301;Ovalle;2;1;110;3;1;0;0;0;1;0;0;5;0;1;1;2;5;1;0;0;10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;745;5;ESCUELA LA HIGUERA DE PALOMA;4;4301;Ovalle;2;1;110;0;0;2;0;0;1;0;0;3;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;746;3;ESCUELA EL SAUCE;4;4301;Ovalle;2;1;110;2;0;2;2;1;1;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;747;1;ESCUELA CERRO TAMAYA;4;4301;Ovalle;2;1;110;7;8;1;3;5;6;3;6;39;2;5;5;2;4;4;3;3;28;0;0;0;0;1;1;0;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;749;8;ESCUELA TRANQUE RECOLETA;4;4301;Ovalle;2;1;110;1;3;1;0;1;0;0;0;6;1;3;1;0;1;1;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;750;1;ESCUELA ELVIRA DEL CARMEN OCHOA  AVILES;4;4301;Ovalle;2;0;110;6;10;6;7;6;7;8;6;56;7;4;8;6;4;5;6;5;45;1;1;1;0;1;1;2;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;752;8;ESCUELA VALLE HERMOSO;4;4301;Ovalle;2;1;110;2;1;1;0;0;1;0;0;5;0;1;1;2;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;753;6;ESC.BAS.JUAN PABLO ARTIGUES PENAFIEL;4;4301;Ovalle;2;1;110;5;4;9;4;4;4;5;8;43;11;7;4;5;5;2;7;5;46;1;0;1;0;0;1;0;1;4;2;2;0;0;2;0;0;1;7;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1
2011;754;4;ESCUELA LA ARAUCANA;4;4301;Ovalle;2;1;110;0;1;1;2;1;1;0;0;6;1;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;755;2;ESCUELA CANELILLA;4;4301;Ovalle;2;1;110;0;0;0;2;0;2;0;0;4;1;0;0;1;1;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;756;0;ESCUELA SANTA CATALINA;4;4301;Ovalle;2;1;110;2;0;2;1;1;2;0;0;8;2;1;1;2;2;2;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;757;9;ESCUELA BASICA EL GUINDO;4;4301;Ovalle;2;1;110;5;5;9;12;9;6;6;13;65;5;5;5;8;13;7;4;9;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
2011;758;7;ESCUELA CORDILLERA;4;4301;Ovalle;2;1;110;0;0;1;1;0;0;0;0;2;0;1;3;1;0;1;0;0;6;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;759;5;ESCUELA BASICA GASPAR CABRALES;4;4301;Ovalle;2;1;110;1;3;6;3;2;1;2;0;18;3;1;0;1;6;4;1;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;760;9;ESCUELA LAS LOMAS DE PUNILLA;4;4301;Ovalle;2;1;110;2;1;0;0;0;1;0;0;4;3;2;2;1;1;2;0;0;11;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;762;5;ESCUELA CALETA EL TORO;4;4301;Ovalle;2;1;110;1;2;1;0;3;3;0;0;10;0;2;2;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;763;3;COLEGIO SAN JUAN BAUTISTA;4;4301;Ovalle;3;0;110;52;49;47;40;43;52;41;53;377;38;38;42;49;45;36;46;34;328;1;0;1;1;2;2;3;1;11;0;0;1;0;1;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2011;763;3;COLEGIO SAN JUAN BAUTISTA;4;4301;Ovalle;3;0;310;27;18;21;20;0;0;0;0;86;19;26;22;25;0;0;0;0;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2011;766;8;COLEGIO SANTA MARIA EUFRASIA;4;4301;Ovalle;3;0;110;77;61;65;59;66;48;56;58;490;57;72;67;73;67;81;76;71;564;0;2;2;2;2;5;2;3;18;1;0;1;1;0;0;1;3;7;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2011;766;8;COLEGIO SANTA MARIA EUFRASIA;4;4301;Ovalle;3;0;310;34;30;26;34;0;0;0;0;124;50;46;49;44;0;0;0;0;189;1;2;3;0;0;0;0;0;6;3;4;1;0;0;0;0;0;8;0;0;2;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1
2011;766;8;COLEGIO SANTA MARIA EUFRASIA;4;4301;Ovalle;3;0;363;4;0;14;0;0;0;0;0;18;6;0;17;0;0;0;0;0;23;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;8;0;0;2;0;0;0;0;0;2
2011;767;6;COLEGIO PARTICULAR GABRIELA MISTRAL;4;4301;Ovalle;3;0;110;25;22;26;23;23;19;20;17;175;18;15;11;18;16;18;23;12;131;1;0;2;0;1;2;1;0;7;0;1;0;1;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;768;4;COLEGIO LA PROVIDENCIA;4;4301;Ovalle;3;0;410;0;0;0;0;0;0;0;0;0;82;83;85;82;0;0;0;0;332;0;0;0;0;0;0;0;0;0;4;0;0;2;0;0;0;0;6;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;3
2011;768;4;COLEGIO LA PROVIDENCIA;4;4301;Ovalle;3;0;610;0;0;0;0;0;0;0;0;0;154;150;146;143;0;0;0;0;593;0;0;0;0;0;0;0;0;0;14;10;4;2;0;0;0;0;30;0;0;0;0;0;0;0;0;0;3;2;4;2;0;0;0;0;11
2011;769;2;COLEGIO SAN VIATOR;4;4301;Ovalle;3;0;110;48;48;51;54;54;55;50;58;418;36;38;36;32;30;34;38;33;277;0;2;0;3;5;1;2;0;13;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;769;2;COLEGIO SAN VIATOR;4;4301;Ovalle;3;0;310;45;47;49;56;0;0;0;0;197;39;41;26;26;0;0;0;0;132;4;0;0;0;0;0;0;0;4;0;2;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;2
2011;770;6;COLEGIO AMALIA ERRAZURIZ;4;4301;Ovalle;4;0;110;15;16;20;20;10;11;26;16;134;16;26;23;21;23;18;16;19;162;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1
2011;770;6;COLEGIO AMALIA ERRAZURIZ;4;4301;Ovalle;4;0;310;16;21;14;14;0;0;0;0;65;22;17;12;15;0;0;0;0;66;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;2;0;0;0;0;2
2011;771;4;ESCUELA PARTICULAR EL ARRAYAN;4;4301;Ovalle;3;1;110;0;0;0;0;0;2;0;0;2;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;772;2;LICEO AGRICOLA DE OVALLE TADEO PERRY BARN;4;4301;Ovalle;5;1;710;73;48;61;67;0;0;0;0;249;13;34;22;25;0;0;0;0;94;18;14;11;9;0;0;0;0;52;6;8;3;1;0;0;0;0;18;36;11;2;6;0;0;0;0;55;15;1;2;1;0;0;0;0;19
2011;773;0;ESCUELA SAMO ALTO;4;4305;R�Hurtado;2;1;110;4;5;3;4;0;4;8;8;36;3;3;3;4;4;4;4;3;28;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
2011;774;9;COLEGIO PICHASCA;4;4305;R�Hurtado;2;1;110;8;4;9;5;7;6;14;32;85;13;9;10;11;8;6;9;14;80;0;0;2;0;0;1;2;1;6;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1
2011;774;9;COLEGIO PICHASCA;4;4305;R�Hurtado;2;1;310;16;9;10;6;0;0;0;0;41;8;16;8;11;0;0;0;0;43;4;0;0;0;0;0;0;0;4;1;1;0;0;0;0;0;0;2;2;1;0;1;0;0;0;0;4;1;0;0;0;0;0;0;0;1
2011;775;7;ESCUELA BASICA DE FUNDINA;4;4305;R�Hurtado;2;1;110;1;1;2;2;2;2;0;0;10;1;1;1;1;1;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;776;5;ES.BAS.SAN PEDRO DE RIO HURTADO;4;4305;R�Hurtado;2;1;110;1;0;0;1;1;0;0;0;3;0;1;0;0;3;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;777;3;ESC.BASICA  HIJOS DE EL CHANAR;4;4305;R�Hurtado;2;1;110;3;1;2;0;0;0;0;0;6;0;2;4;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;778;1;ESCUELA BASICA LAS BREAS;4;4305;R�Hurtado;2;1;110;3;1;4;3;4;2;0;0;17;1;2;1;2;2;4;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2011;780;3;ESCUELA BASICA TABAQUEROS;4;4305;R�Hurtado;2;1;110;0;2;3;1;2;2;0;0;10;6;2;2;3;0;1;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;783;8;ESCUELA DOCTOR JOSE LUIS ARRANO;4;4103;Andacollo;2;1;110;1;1;0;1;0;0;0;0;3;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;784;6;ESCUELA BASICA  HUAMPULLA;4;4305;R�Hurtado;2;1;110;1;0;0;0;1;0;0;0;2;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;785;4;ESCUELA BASICA LOS MAITENES DE SAMO ALTO;4;4305;R�Hurtado;2;1;110;0;0;2;0;0;0;0;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
