APR_HOM_TO;APR_MUJ_TO;REP_HOM_TO;REP_MUJ_TO;RET_HOM_TO;RET_MUJ_TO
139;74;9;9;4;3
247;241;14;8;1;0
183;229;5;4;1;3
236;323;22;26;38;49
149;116;9;1;1;0
149;203;1;2;0;0
315;259;14;4;4;0
87;272;5;9;0;2
263;380;17;32;0;1
276;238;19;5;3;2
522;573;24;20;0;2
89;72;2;0;1;0
106;98;0;2;1;0
88;76;6;3;1;0
62;56;12;8;5;0
117;122;1;1;1;0
151;147;11;6;1;0
64;65;2;1;0;0
92;92;1;3;3;0
243;262;1;0;0;1
108;61;4;1;0;1
239;221;1;3;0;0
0;513;0;1;0;7
76;70;2;0;0;0
492;0;0;0;2;0
61;46;1;2;0;0
179;215;0;1;0;0
148;178;1;3;1;1
210;235;10;3;0;0
126;124;1;0;1;0
81;87;9;7;2;0
96;72;2;1;0;0
344;383;0;0;3;3
8;6;3;2;2;1
177;230;8;3;1;0
62;41;2;0;0;0
76;73;10;8;0;2
47;33;11;6;5;3
74;59;8;6;0;0
59;40;2;2;0;0
19;17;0;1;0;0
275;340;12;8;0;1
145;175;5;6;0;0
227;214;15;8;4;3
165;153;22;15;1;0
104;107;13;15;2;1
66;60;13;3;0;0
106;90;11;5;0;0
22;17;0;1;0;0
18;24;4;0;1;0
52;47;6;5;1;2
34;38;0;1;0;1
48;29;3;0;0;0
1;1;0;0;0;0
7;9;0;0;0;0
24;28;4;1;2;1
57;21;3;4;3;6
109;76;36;17;5;3
7;12;4;4;3;2
57;47;8;2;8;0
191;147;6;4;4;6
183;168;19;9;3;1
117;93;9;3;6;3
184;146;9;3;7;1
77;75;8;1;3;0
113;75;3;2;0;0
107;62;15;7;5;3
73;49;5;2;1;2
92;70;8;4;2;0
100;76;2;3;4;3
17;17;0;0;1;0
17;9;1;0;1;0
15;12;0;0;0;0
19;9;1;1;0;0
5;9;0;0;1;0
75;85;4;6;1;4
268;255;13;11;3;1
135;133;3;4;2;0
361;351;2;3;0;0
80;72;2;2;3;1
177;206;18;15;2;0
131;157;0;0;0;0
172;172;12;11;3;1
107;108;3;2;1;1
117;83;3;2;0;0
125;122;2;7;1;0
116;116;0;0;0;1
162;136;7;2;0;0
9;9;1;0;12;5
167;154;8;5;1;2
148;143;9;0;4;5
119;124;5;2;1;2
66;61;7;5;11;11
138;146;6;4;4;2
303;341;14;11;3;2
87;58;10;2;7;4
108;114;25;5;4;2
129;159;15;7;5;3
35;18;2;2;6;3
138;116;11;4;1;0
16;14;0;0;1;0
485;482;3;8;4;3
114;118;10;7;1;0
56;36;2;2;2;1
85;76;10;4;0;2
110;83;2;3;1;0
125;123;19;12;4;6
149;153;9;11;0;0
146;166;22;9;4;1
248;214;37;14;6;8
3;6;3;0;0;0
37;38;1;0;1;0
39;47;2;2;0;0
82;82;6;4;0;0
82;83;7;2;1;1
35;40;2;2;0;0
53;62;17;10;25;7
270;389;23;22;0;16
92;106;10;8;0;1
36;35;1;1;1;0
326;271;20;8;4;3
81;78;4;1;5;1
231;201;20;13;4;1
70;75;8;3;0;0
59;55;15;9;11;3
40;22;1;2;2;1
229;154;5;2;2;1
46;30;6;6;2;0
50;52;1;1;0;0
48;30;2;0;1;1
63;41;1;3;2;0
1;2;0;0;0;0
301;233;6;4;0;0
0;432;0;13;0;1
351;297;13;3;0;0
166;133;7;3;0;2
494;68;48;9;15;2
128;168;1;0;1;0
0;274;0;18;0;1
152;206;5;1;0;0
123;92;14;14;0;0
73;35;0;0;0;1
162;123;4;3;2;0
100;66;2;6;0;3
64;75;9;6;5;5
355;316;10;7;13;8
131;116;9;11;2;2
46;32;1;2;0;0
21;11;1;0;0;0
135;94;7;1;3;1
156;115;6;1;2;0
66;89;1;1;3;4
154;173;0;0;1;0
117;96;0;0;2;1
141;146;0;3;8;4
177;149;27;11;6;0
49;26;3;1;1;0
22;23;0;1;0;0
142;163;4;3;1;0
257;216;17;13;3;2
40;42;2;1;0;0
1;2;0;0;0;0
18;27;0;0;0;0
4;4;0;1;0;0
2;5;0;0;0;0
107;107;2;4;1;2
149;122;15;3;3;0
0;264;0;14;0;4
456;44;88;2;24;0
674;973;56;28;15;14
846;327;52;10;21;14
218;237;3;2;0;0
101;193;36;43;18;32
1067;0;21;0;5;0
0;1179;0;48;0;15
134;116;2;0;2;3
304;217;9;2;6;4
178;141;9;0;6;2
435;360;13;5;1;1
0;1267;0;22;0;2
146;109;27;6;6;3
201;111;1;1;0;1
243;201;6;2;6;4
117;130;0;3;5;2
130;93;2;1;2;2
281;279;10;6;1;3
98;59;15;3;6;1
110;95;15;3;5;12
230;397;40;25;63;33
185;144;7;1;0;2
157;99;0;0;2;1
58;52;14;10;5;2
100;75;3;1;2;1
156;165;8;8;0;1
145;140;13;10;4;8
32;27;1;1;1;0
14;18;2;2;6;1
52;54;13;6;2;3
0;313;0;3;0;0
62;27;5;1;0;0
177;155;5;5;1;2
374;246;23;4;0;0
201;149;4;1;5;3
169;133;27;21;7;2
285;309;13;7;2;3
260;215;13;5;0;0
38;23;0;0;0;1
303;296;9;6;4;1
106;92;13;5;1;2
64;51;17;4;0;0
313;189;11;4;4;2
240;178;5;1;2;0
357;299;15;7;1;1
135;100;0;0;0;1
136;131;2;3;1;0
36;33;4;0;1;1
329;308;4;1;1;2
13;4;1;0;0;0
619;562;2;3;3;5
86;110;36;9;17;12
193;200;8;1;5;8
336;297;5;5;1;0
128;108;9;3;3;4
134;105;5;3;1;0
75;61;2;0;2;3
178;180;1;0;0;0
290;297;11;6;1;0
150;129;15;7;5;7
40;43;3;1;1;0
84;80;6;3;10;2
120;129;1;0;1;3
86;77;3;2;1;2
63;38;2;1;0;0
114;119;4;4;0;1
59;44;1;1;1;2
41;27;24;9;3;0
292;284;14;5;2;1
22;37;6;3;2;0
30;26;6;0;1;0
21;17;0;0;0;0
20;16;1;0;0;0
58;50;2;1;1;0
72;73;2;3;1;0
204;193;23;3;6;4
243;234;8;8;1;1
91;57;2;1;1;2
77;72;4;0;1;0
25;7;3;1;1;0
9;12;1;0;0;2
58;52;1;0;0;0
227;236;7;12;0;1
200;213;2;0;2;0
207;197;16;10;1;0
179;143;30;11;3;4
92;84;5;0;0;1
152;151;11;4;0;2
91;101;1;1;1;0
120;112;6;4;1;1
52;31;4;0;2;0
33;20;0;0;0;0
10;16;2;0;0;0
17;15;0;1;0;0
102;175;1;1;0;0
407;404;7;6;0;0
155;123;4;3;1;2
163;401;16;23;7;13
62;69;0;0;0;0
252;297;34;20;41;41
293;324;5;4;0;0
164;110;5;2;0;0
397;378;19;8;0;3
199;209;6;1;1;0
77;74;6;5;6;0
23;25;2;1;0;0
117;116;9;0;0;2
56;63;3;1;2;0
55;56;3;0;0;0
57;37;1;0;0;1
97;123;15;10;1;0
118;109;4;0;0;1
61;48;1;0;0;0
11;10;1;0;0;0
35;21;0;1;0;0
231;242;17;9;0;0
155;159;4;2;1;2
161;152;7;3;1;0
143;113;8;5;3;0
69;56;12;3;0;1
72;69;5;7;4;1
47;42;2;0;0;0
5;4;1;0;0;0
148;165;9;0;1;0
59;57;1;0;1;0
99;81;3;0;0;0
10;5;0;0;0;0
76;64;3;4;0;0
75;80;7;5;2;1
399;384;17;6;4;1
41;20;1;0;6;4
73;52;4;4;0;0
116;81;7;0;0;2
30;25;3;2;1;0
71;58;1;2;5;2
70;40;0;1;0;0
142;137;9;5;2;2
18;17;3;2;0;0
80;65;11;8;4;4
48;45;1;0;0;0
12;10;2;1;0;0
5;5;0;0;0;0
2;3;0;0;0;0
606;0;18;0;0;0
0;505;0;3;0;0
61;67;3;0;2;0
80;69;1;1;1;1
191;198;6;1;2;0
87;91;2;0;0;0
72;51;3;1;0;0
72;73;1;1;1;0
126;111;0;0;0;0
19;15;2;0;0;0
36;38;1;0;1;0
6;8;0;0;0;0
23;24;0;0;0;0
189;194;32;17;14;7
17;0;14;0;3;0
67;65;20;13;15;9
180;179;23;4;0;1
95;81;6;2;1;1
68;63;1;1;1;0
58;42;5;1;1;0
165;173;3;2;0;0
101;91;15;3;0;0
93;105;1;1;1;1
97;137;13;6;0;0
59;52;1;1;0;0
30;17;3;2;0;0
24;24;4;1;0;0
42;31;2;0;0;1
21;19;2;1;0;0
90;95;2;0;0;2
13;9;0;1;0;0
105;108;6;3;0;0
76;47;6;3;1;0
107;160;0;0;0;0
25;0;1;0;0;0
77;50;6;4;5;6
57;66;7;4;0;0
119;121;3;2;0;0
25;24;1;0;1;0
201;219;19;8;18;9
257;255;7;2;2;1
123;104;2;2;1;0
131;119;2;3;0;0
30;19;3;0;0;0
98;66;2;0;0;0
91;85;0;0;3;1
4;3;0;0;5;4
196;154;2;2;2;0
76;75;7;2;0;0
59;52;0;0;0;0
112;99;0;0;1;0
78;65;0;0;0;1
80;75;2;0;0;0
98;87;6;1;1;2
89;101;4;0;0;0
5;6;0;0;1;0
1;5;0;0;0;1
14;16;0;0;0;0
6;1;0;0;0;0
12;8;0;0;1;1
33;17;2;0;2;1
0;351;0;19;0;8
838;49;48;3;48;1
193;394;89;90;50;55
255;255;62;34;37;23
60;98;32;27;7;10
225;188;20;6;0;0
366;453;7;1;2;0
221;404;2;9;0;3
317;192;16;2;2;5
183;347;8;14;0;3
179;66;8;3;2;3
66;64;5;1;2;1
84;57;9;4;1;1
319;254;26;17;5;3
151;115;8;4;6;4
46;26;4;0;1;0
93;77;1;2;2;2
89;79;4;1;0;0
45;43;1;0;0;0
51;42;0;0;0;0
89;59;7;3;0;0
61;41;3;0;1;1
17;12;3;1;0;0
254;257;5;2;0;0
11;0;6;0;3;0
283;358;32;16;16;12
162;140;11;5;8;3
104;96;17;11;0;0
97;73;4;1;0;0
65;70;0;0;0;0
7;7;1;0;0;0
49;0;1;0;0;0
107;100;4;1;1;0
50;59;2;0;0;0
58;36;2;0;1;0
67;51;0;3;0;0
8;9;0;0;0;0
32;46;0;0;0;0
51;37;0;1;0;0
146;142;8;6;8;5
31;31;3;0;0;0
73;58;1;0;0;0
108;97;5;2;1;2
25;20;0;0;0;0
168;130;8;4;8;6
269;315;13;9;1;2
308;302;5;6;2;1
9;3;0;0;0;0
8;5;0;0;0;0
5;7;0;0;0;0
41;50;4;1;0;0
54;43;1;0;0;0
99;76;4;1;0;0
12;10;0;0;0;0
4;5;1;0;0;0
87;69;2;1;0;0
6;8;0;0;0;0
10;15;0;0;0;0
8;4;2;0;0;0
1;2;0;0;0;0
4;0;6;0;0;0
377;402;41;19;2;4
151;315;8;16;1;0
325;396;18;11;1;2
103;63;3;2;3;0
76;79;3;2;2;1
18;10;2;0;0;0
18;15;1;0;0;0
124;95;2;1;0;1
37;32;3;1;0;0
33;26;2;0;0;0
93;75;1;1;0;0
23;24;0;0;0;0
51;63;2;4;0;1
115;126;4;0;2;1
11;17;0;0;0;0
32;31;1;0;0;0
13;8;0;0;0;0
35;30;0;0;0;0
37;39;0;0;0;0
959;0;46;0;5;0
81;110;9;8;1;0
93;94;10;0;0;0
10;3;0;0;0;0
5;2;0;0;0;0
6;9;0;0;0;0
9;7;0;1;0;0
6;2;0;0;0;0
9;7;0;0;0;0
7;7;0;0;0;0
76;63;0;2;0;0
25;21;1;1;1;0
3;10;1;0;0;0
5;8;0;0;0;0
5;6;0;0;0;0
3;2;0;0;0;0
162;129;12;4;0;0
160;143;14;3;1;0
44;59;2;0;0;0
73;77;4;1;1;0
3;3;0;0;0;0
11;9;0;0;0;0
11;7;0;0;0;0
14;11;0;0;0;1
99;68;0;3;2;0
140;144;0;0;0;0
59;66;0;0;0;0
24;24;0;0;0;0
5;10;0;0;0;0
183;212;27;13;7;8
64;36;4;3;1;2
14;16;1;0;0;0
4;4;0;0;0;0
7;9;0;0;0;0
11;4;0;0;0;0
10;10;0;0;0;0
4;0;0;0;0;0
39;22;0;0;0;0
4;3;0;0;0;0
124;94;5;1;3;8
2;3;1;0;0;0
134;183;0;0;0;1
29;28;8;3;3;0
56;35;2;1;0;0
70;78;8;3;0;1
5;7;0;0;0;0
50;31;3;2;0;0
20;26;1;2;0;0
8;4;0;0;0;0
1;3;0;1;0;0
3;6;0;0;0;0
109;88;18;18;2;0
83;64;0;0;0;0
8;5;3;1;0;0
40;34;3;4;0;0
5;4;0;0;0;0
3;5;0;0;0;0
96;101;4;1;1;0
3;6;0;0;0;0
5;5;4;0;1;0
12;6;2;0;1;0
24;15;0;0;0;0
15;8;0;0;0;0
6;2;0;0;0;0
8;7;0;0;0;0
80;88;2;1;0;0
42;50;1;0;0;0
10;13;2;0;1;0
46;53;0;2;0;0
119;115;8;1;0;0
27;18;0;0;0;0
32;41;3;2;0;0
2;2;0;0;0;0
4;7;0;0;0;0
8;2;0;0;0;0
3;3;1;0;0;0
0;7;0;0;0;0
2;9;1;0;0;0
2;2;0;0;0;0
9;11;0;0;0;0
53;0;18;0;27;0
158;188;15;8;26;26
148;83;23;5;28;20
249;185;4;5;3;1
123;56;4;2;2;1
304;437;3;4;2;1
70;33;13;5;3;3
0;400;0;12;0;2
201;0;18;0;0;0
222;152;12;4;5;4
130;96;12;11;2;0
77;78;14;11;5;3
47;19;4;1;6;2
15;18;5;2;7;3
225;172;2;1;1;1
34;25;4;0;0;2
162;135;12;6;7;5
104;95;4;1;0;0
16;3;3;1;0;0
68;78;3;1;1;0
15;13;3;0;0;0
36;28;0;0;0;0
14;11;0;0;0;0
8;4;0;0;2;0
20;23;0;1;0;0
2;1;0;0;0;0
1;1;0;0;0;1
40;30;0;0;1;0
528;481;5;1;1;3
145;115;7;1;0;0
311;295;3;0;0;0
195;199;4;4;0;0
183;155;3;2;0;1
103;70;6;3;0;0
369;230;66;22;19;10
17;21;1;0;0;0
283;254;30;16;4;4
115;108;6;1;1;0
43;48;0;1;0;0
54;30;2;0;0;0
77;65;2;0;0;0
122;104;2;1;0;0
136;106;3;2;2;1
65;45;2;0;0;0
34;31;0;0;1;0
36;33;0;0;2;0
18;19;0;0;0;0
10;13;0;1;0;0
163;148;7;2;3;6
13;5;0;0;0;0
32;28;5;5;0;0
18;9;2;2;0;0
94;96;5;4;3;0
86;58;4;3;0;0
77;63;2;1;0;0
50;53;3;0;1;0
18;20;1;1;0;0
25;30;4;1;0;0
22;12;2;1;1;0
20;23;0;0;0;0
16;1;0;0;0;0
18;13;1;1;2;5
82;61;8;1;10;6
106;0;11;0;8;0
0;186;0;21;0;18
56;50;1;1;0;0
86;60;6;2;3;0
40;44;12;8;2;1
129;125;8;1;1;0
10;15;0;0;0;0
194;182;1;0;3;1
69;48;0;0;0;1
10;9;0;0;0;0
7;4;0;0;0;0
13;13;1;0;0;0
2;1;0;0;0;0
6;4;0;0;0;0
103;82;11;0;0;0
12;15;2;0;0;0
7;9;0;1;0;0
224;373;3;2;0;0
201;169;10;3;0;2
31;10;1;1;2;0
188;93;32;5;7;5
143;119;1;0;3;1
200;208;4;1;0;1
95;50;1;0;2;1
105;98;3;3;1;1
144;154;5;2;1;1
71;78;2;2;1;0
1;1;0;0;0;0
49;44;0;0;0;0
44;43;2;0;0;0
12;12;0;0;0;0
1;4;0;0;0;0
208;235;24;11;3;6
47;56;5;2;1;0
52;40;1;0;0;0
19;11;1;0;0;0
18;15;0;1;0;0
5;0;0;0;0;0
1;0;0;0;0;0
22;17;2;0;0;0
7;5;0;0;0;0
82;93;0;1;1;1
11;11;1;0;0;0
162;190;16;5;0;1
17;10;0;0;0;0
100;73;1;4;0;0
6;10;0;0;0;0
22;19;0;0;1;0
55;66;0;1;0;0
83;93;6;2;1;0
24;36;0;0;0;0
17;12;0;0;0;0
2;1;0;0;0;0
196;211;7;2;0;0
56;42;2;0;0;0
78;69;1;1;0;0
4;10;0;0;0;0
120;85;4;1;2;0
5;2;0;0;0;0
232;263;8;5;4;5
19;46;3;0;0;4
44;88;2;1;0;0
577;12;57;2;45;0
651;916;69;69;17;21
69;40;8;4;9;6
86;105;3;1;0;0
597;505;3;2;1;1
24;10;1;0;2;2
0;703;0;6;0;1
218;138;9;10;8;6
245;202;14;6;3;3
32;11;0;0;4;1
619;345;11;4;0;1
152;118;9;2;1;2
84;63;7;3;7;2
92;59;0;0;0;1
60;58;8;2;5;6
242;192;3;3;2;0
119;113;6;2;6;1
29;10;8;2;14;3
241;206;2;0;0;0
77;67;4;1;1;3
92;69;8;2;2;2
167;163;4;4;3;2
124;143;0;0;0;0
64;58;3;0;2;2
56;58;0;0;1;0
109;83;2;0;5;6
32;38;1;0;0;0
68;69;2;0;1;0
37;18;0;0;0;1
45;37;1;3;0;0
22;20;0;1;0;0
292;291;5;1;1;0
324;209;4;3;0;2
388;314;6;2;0;1
116;129;3;3;1;0
517;497;5;6;1;1
146;146;3;0;0;0
0;339;0;2;0;3
58;33;16;13;15;8
0;336;0;4;0;0
647;0;12;0;0;0
70;27;4;4;7;4
101;91;9;2;2;0
258;280;0;0;0;0
314;224;9;3;3;0
220;286;0;0;0;0
81;85;1;1;0;1
116;93;3;0;0;0
58;55;7;2;2;2
33;32;4;1;2;1
37;24;2;1;0;0
12;3;0;0;0;0
53;57;10;1;1;0
9;6;0;0;0;0
23;22;0;0;0;0
22;15;0;0;0;0
6;4;0;0;0;0
64;78;4;3;0;0
219;219;14;7;4;3
68;61;2;1;3;0
18;15;2;0;1;0
85;82;0;0;1;0
32;22;2;1;0;0
159;126;3;2;1;1
7;6;1;0;0;0
4;4;1;0;0;0
41;41;1;0;0;0
5;3;0;0;0;0
9;9;1;0;0;0
16;8;0;0;0;0
63;46;16;4;16;3
307;270;12;9;0;1
86;68;0;0;0;0
102;98;8;6;1;0
196;192;1;2;2;0
32;30;0;0;0;0
37;34;0;0;0;0
56;60;0;0;0;0
46;39;1;0;0;0
24;23;0;1;0;1
34;35;3;0;3;0
76;56;3;0;0;0
80;64;0;0;0;0
8;6;1;0;0;0
27;32;0;0;0;0
4;3;2;0;0;0
4;0;0;0;0;0
23;18;2;0;1;0
2;1;0;0;0;0
54;45;0;0;0;0
14;6;1;0;1;0
10;12;0;0;0;0
45;35;1;0;0;0
49;37;1;2;2;1
3;2;0;0;0;0
79;79;2;0;0;1
2;0;0;1;0;1
14;10;0;1;0;0
3;1;0;0;0;0
4;1;0;0;0;0
3;0;0;0;0;0
10;9;0;0;0;0
16;18;0;0;0;0
36;29;3;0;0;0
142;187;7;2;0;0
205;195;27;6;23;6
263;215;14;3;3;2
60;48;2;0;1;0
101;113;7;0;4;2
152;128;0;0;0;0
61;44;0;0;0;0
88;63;0;0;0;0
41;45;2;0;1;0
10;11;0;0;0;0
30;18;0;0;0;0
1;3;0;0;0;0
7;2;0;0;0;0
15;5;0;0;0;0
4;59;1;1;0;1
204;54;22;2;19;1
165;151;14;10;2;1
1;2;0;0;0;0
57;48;3;0;0;0
23;27;1;0;1;0
136;151;10;3;3;0
44;34;0;0;0;0
42;32;1;0;0;1
3;7;1;0;0;0
92;82;9;0;2;0
4;3;0;1;0;0
10;3;0;0;0;0
5;4;1;1;0;0
5;3;0;0;0;0
5;2;0;0;0;0
1;1;0;0;0;0
200;139;22;6;7;3
149;221;56;49;32;36
195;176;33;14;15;6
123;77;14;7;0;6
525;366;20;11;2;2
133;118;4;4;1;2
197;218;23;8;3;4
53;52;1;0;0;1
14;9;2;0;0;0
5;1;0;0;0;0
3;2;0;0;0;0
2;1;0;0;0;0
3;4;0;0;0;0
82;99;1;1;1;0
3;3;0;0;0;0
5;1;0;1;0;0
2;1;0;0;0;0
1;2;0;0;0;0
2;1;0;1;0;0
29;17;0;0;0;0
0;1;0;0;0;0
3;0;0;0;0;0
1;1;0;0;0;0
3;2;1;0;0;0
0;326;0;6;0;1
324;294;25;14;0;0
351;311;16;12;0;0
97;104;1;1;1;0
137;127;11;2;0;0
37;48;6;0;0;0
235;184;8;5;1;0
2;4;0;0;0;0
90;70;2;1;0;0
8;5;0;0;0;0
4;0;0;0;0;0
2;2;0;0;0;0
2;2;0;1;0;0
21;12;0;1;0;0
10;3;1;0;0;0
2;2;0;0;0;0
1;3;0;0;0;0
2;4;0;0;0;0
4;6;0;0;0;0
3;2;0;0;0;0
4;7;2;0;0;0
3;1;0;0;0;0
3;2;0;0;0;0
0;4;0;0;0;0
3;2;0;0;0;0
40;24;1;1;0;0
2;7;0;0;0;0
4;2;0;0;0;0
38;0;20;0;7;0
64;70;3;0;0;0
34;22;22;5;29;9
164;276;8;8;1;2
159;102;9;4;2;0
25;16;3;2;5;3
75;33;2;0;4;1
124;62;10;2;5;0
272;209;11;4;1;0
53;62;4;1;2;2
90;61;2;3;6;3
99;101;5;4;1;1
57;68;4;1;1;0
7;7;0;0;0;0
204;165;11;6;3;1
147;121;15;10;6;1
80;70;13;2;1;1
32;24;5;1;0;2
10;2;0;0;0;0
2;1;0;0;0;0
32;28;5;1;0;0
2;0;0;0;0;0
4;2;0;0;0;0
5;3;0;0;0;0
2;0;0;0;0;0
1;0;0;0;0;0
2;0;0;0;0;0
4;2;0;0;0;0
59;64;11;3;2;5
3;2;0;0;0;0
2;0;1;0;0;0
2;1;1;0;1;0
4;5;0;1;0;0
124;97;19;7;1;2
172;116;6;0;1;0
150;111;4;2;1;1
410;247;26;6;3;1
114;86;7;4;0;2
325;344;22;22;1;0
343;352;2;0;1;1
301;257;31;5;1;0
179;169;7;4;0;2
437;166;88;37;31;15
149;124;7;2;0;0
131;108;6;0;1;0
177;138;4;1;0;0
129;130;17;3;4;4
89;93;1;0;0;1
43;38;4;0;0;0
65;58;26;10;3;0
40;29;1;2;0;0
84;89;9;3;1;0
4;6;1;0;0;0
70;67;13;6;3;0
26;33;2;2;1;0
74;6;7;0;2;0
26;32;1;0;1;0
90;97;3;1;1;0
64;58;1;3;1;1
83;76;0;0;0;0
62;54;4;0;0;0
122;98;0;3;2;0
148;134;26;6;3;2
8;12;0;0;0;0
10;6;0;0;0;0
12;13;1;3;0;0
4;11;2;1;0;0
2;1;0;0;0;0
38;25;2;1;1;1
108;154;2;3;0;0
8;3;0;3;4;1
222;200;13;5;2;3
62;70;0;0;0;0
58;61;2;5;0;0
73;55;7;0;1;0
53;48;6;1;1;0
97;110;6;2;1;0
79;80;6;5;0;1
13;20;0;0;0;0
34;38;4;3;0;0
14;13;1;1;1;0
5;6;0;0;0;0
29;25;0;0;0;0
4;6;0;0;0;0
33;29;1;1;0;0
29;20;0;0;0;0
3;6;1;0;0;0
8;7;2;1;0;0
4;3;0;0;0;0
75;49;2;1;0;0
75;70;6;1;1;0
13;19;2;0;0;0
1;4;0;0;0;0
16;22;6;1;0;0
16;12;8;4;0;1
86;84;5;2;1;0
90;87;8;2;2;2
120;104;5;4;8;1
164;119;8;6;1;1
6;4;2;2;3;2
101;101;29;11;3;1
34;32;2;0;1;1
33;26;2;1;1;0
5;4;0;0;0;0
61;42;0;0;0;0
25;18;0;0;0;0
4;0;0;0;0;0
46;21;0;0;0;0
7;3;2;1;0;0
7;11;0;1;0;0
2;1;0;0;0;0
0;2;0;0;0;0
4;3;0;0;0;0
7;1;0;0;0;0
1;3;0;0;0;0
4;0;0;0;0;0
141;149;5;2;0;0
247;304;5;5;0;0
398;452;20;17;1;0
121;112;0;0;0;0
33;33;3;2;1;0
81;62;9;2;2;0
13;11;0;0;0;0
16;37;1;1;0;0
66;72;2;0;2;0
74;68;2;1;0;1
1;0;0;0;0;1
38;36;1;0;0;0
2;0;0;1;0;1
34;26;8;6;1;0
16;11;0;0;0;0
12;11;0;0;0;0
5;1;0;0;0;0
4;6;0;0;0;0
12;13;0;0;0;0
43;38;1;0;0;0
7;5;0;0;0;1
25;20;0;0;0;1
15;20;0;0;0;0
137;118;2;4;0;1
152;153;24;8;8;9
32;26;1;1;1;1
132;100;12;6;0;0
42;43;1;0;1;0
43;46;5;0;0;0
25;26;1;0;1;0
22;24;0;0;1;2
84;75;2;0;0;0
52;64;2;1;1;0
63;47;0;1;2;0
0;62;0;4;0;2
350;313;92;51;22;29
247;182;22;9;4;0
181;129;16;5;7;4
73;54;13;7;0;4
193;214;14;8;2;0
17;29;1;2;0;0
101;83;3;6;0;0
60;48;9;7;0;0
58;62;10;4;0;0
70;63;2;3;0;0
0;0;0;0;0;0
7;4;2;0;0;0
2;0;1;1;0;0
1;4;0;0;0;0
10;11;2;2;0;0
25;23;2;0;0;1
3;3;0;0;0;0
17;23;1;3;0;0
1;4;0;0;0;0
1;3;0;0;0;0
11;6;0;1;0;0
0;2;2;0;0;0
297;307;4;1;2;1
140;137;1;4;1;0
310;347;22;7;0;0
373;341;15;6;5;3
337;471;12;10;8;1
43;95;3;0;1;1
233;272;0;0;2;5
87;99;2;1;0;1
189;184;15;7;0;1
87;75;6;6;0;1
161;165;5;1;2;0
16;16;0;0;0;0
82;73;1;0;1;0
39;38;0;1;1;0
30;43;0;0;0;0
37;25;0;0;0;0
2;3;0;0;0;0
7;1;4;1;0;0
2;3;0;2;0;0
1;3;0;0;0;0
4;4;0;0;0;0
13;12;2;2;0;0
4;2;0;0;0;0
12;9;0;0;0;0
1;2;0;0;0;0
2;1;0;0;0;0
4;5;0;1;1;0
17;17;2;0;2;0
4;2;0;0;0;0
3;5;0;0;0;0
8;6;1;0;1;0
5;4;0;0;0;0
21;19;2;0;0;0
15;13;0;0;1;0
265;263;3;2;0;0
200;158;2;1;1;0
125;133;2;0;0;0
48;50;0;0;0;0
10;3;0;0;0;0
10;7;0;0;0;0
10;8;0;0;0;0
4;7;0;0;0;0
115;133;5;7;9;1
143;128;19;7;3;2
126;136;10;6;1;0
75;71;6;3;2;0
23;22;0;0;0;0
10;15;0;0;0;0
12;5;0;0;0;0
15;11;0;0;0;0
14;14;1;0;0;0
7;3;0;0;0;0
5;3;1;1;0;0
4;1;0;0;0;0
18;40;1;0;0;0
21;13;2;1;3;3
234;345;15;29;4;13
813;28;73;0;21;3
0;290;0;49;0;9
36;49;6;5;12;2
59;0;56;0;33;0
18;13;2;1;17;8
264;268;4;5;1;1
115;111;24;7;0;0
235;192;4;6;4;5
96;86;4;4;1;0
68;56;3;0;0;0
40;35;1;0;3;8
77;64;2;0;2;4
104;107;0;0;0;0
298;259;19;3;3;4
134;104;9;2;3;1
65;43;5;2;3;0
71;65;6;1;2;0
42;46;4;1;1;0
97;61;2;2;0;1
77;80;2;0;0;0
31;40;0;1;0;1
60;50;1;0;0;0
50;61;1;0;0;1
97;93;4;0;1;0
14;10;1;1;0;0
14;12;0;0;0;0
6;3;0;0;0;0
3;2;3;0;0;0
9;18;3;0;0;0
23;4;3;2;0;0
53;55;2;0;0;0
27;35;4;1;0;0
27;31;2;2;0;0
5;6;1;0;0;0
0;461;0;10;0;0
602;518;4;3;4;3
65;59;5;4;4;3
291;254;17;5;0;1
330;439;4;2;0;0
208;196;16;12;3;3
119;136;0;0;0;0
343;298;10;8;0;1
122;130;6;2;4;4
288;225;5;3;15;9
135;126;2;0;0;0
85;86;12;8;1;2
124;101;11;7;3;0
0;0;0;0;0;1
210;89;8;0;11;9
126;105;13;13;1;1
0;3;0;0;5;1
106;81;13;8;0;2
221;178;15;6;1;0
162;97;6;3;1;1
163;133;5;3;1;1
11;0;0;0;9;0
83;62;8;4;0;1
16;10;0;1;1;0
76;71;2;0;0;0
18;11;0;1;0;0
39;44;0;0;0;0
76;56;2;0;2;1
69;62;3;0;0;0
89;72;4;0;0;0
7;7;1;0;0;0
19;13;0;0;0;0
23;23;0;1;0;0
61;65;1;1;0;0
14;10;0;0;0;0
22;22;1;3;0;0
8;8;0;0;0;0
241;277;10;10;0;1
285;281;3;2;0;0
77;66;1;0;0;0
79;73;3;2;0;0
31;25;4;2;0;0
31;57;10;4;0;1
137;151;10;13;0;0
6;4;0;0;0;0
27;29;4;1;0;0
5;8;0;0;0;0
9;6;0;0;0;0
13;14;3;1;1;0
50;47;6;2;0;0
13;13;1;1;0;0
39;40;2;2;0;0
151;134;8;2;5;3
